age, job , marital , education , default , balance , housing , loan , contact , day , month , duration , campaign , pdays , previous , poutcome , y 
47, admin. , married , unknown , no ,66, no , no , cellular ,26, feb ,297,1,203,1, success , no 
33, services , married , secondary , no ,2533, yes , no , cellular ,18, may ,16,6,180,2, other , no 
45, blue-collar , married , secondary , no ,13156, no , no , cellular ,21, aug ,62,4,-1,0, unknown , no 
49, blue-collar , single , secondary , no ,-195, yes , no , cellular ,11, jul ,64,2,-1,0, unknown , no 
32, admin. , married , tertiary , no ,-421, yes , yes , unknown ,28, may ,101,2,-1,0, unknown , no 
50, management , divorced , tertiary , no ,151, no , no , cellular ,9, jun ,103,4,-1,0, unknown , no 
29, unemployed , single , primary , no ,1027, no , no , cellular ,28, jan ,451,3,-1,0, unknown , no 
34, technician , married , secondary , no ,0, yes , no , cellular ,23, jul ,429,1,-1,0, unknown , no 
26, self-employed , single , tertiary , no ,560, no , no , telephone ,26, may ,122,2,-1,0, unknown , no 
37, services , married , primary , no ,0, yes , yes , unknown ,12, jun ,137,1,-1,0, unknown , no 
34, admin. , single , secondary , no ,557, no , no , cellular ,17, nov ,224,1,-1,0, unknown , yes 
50, blue-collar , married , primary , no ,808, yes , no , cellular ,20, nov ,302,3,-1,0, unknown , no 
41, blue-collar , married , primary , no ,3722, yes , no , unknown ,19, may ,590,2,-1,0, unknown , no 
51, self-employed , married , tertiary , no ,146, no , no , cellular ,15, jul ,132,3,-1,0, unknown , no 
38, admin. , divorced , secondary , no ,308, yes , no , cellular ,4, feb ,197,1,274,1, failure , no 
29, blue-collar , married , secondary , no ,658, yes , no , cellular ,24, jul ,267,1,-1,0, unknown , no 
51, management , married , tertiary , no ,656, yes , no , cellular ,25, jul ,268,2,-1,0, unknown , no 
49, technician , married , secondary , no ,905, no , no , cellular ,12, aug ,90,1,68,1, success , no 
52, blue-collar , married , primary , no ,522, yes , no , unknown ,19, may ,298,2,-1,0, unknown , no 
37, unemployed , single , tertiary , no ,1291, no , no , cellular ,5, aug ,150,1,97,2, success , yes 
39, technician , married , secondary , no ,192, yes , yes , unknown ,29, may ,217,5,-1,0, unknown , no 
54, retired , single , primary , no ,767, no , no , unknown ,9, jun ,42,2,-1,0, unknown , no 
36, blue-collar , married , secondary , no ,937, yes , no , telephone ,2, feb ,29,4,-1,0, unknown , no 
43, management , married , primary , no ,8167, yes , no , telephone ,19, nov ,202,2,184,2, failure , no 
32, services , single , secondary , no ,80, yes , no , telephone ,19, nov ,475,2,-1,0, unknown , no 
29, housemaid , single , tertiary , no ,2196, no , no , cellular ,5, aug ,215,1,-1,0, unknown , yes 
32, management , married , tertiary , no ,0, no , no , cellular ,19, aug ,198,6,-1,0, unknown , no 
32, management , married , tertiary , no ,2737, yes , yes , unknown ,23, may ,38,1,-1,0, unknown , no 
34, technician , single , secondary , no ,-329, yes , no , unknown ,27, may ,280,1,-1,0, unknown , no 
24, management , single , secondary , no ,86, no , no , unknown ,2, jun ,1075,2,-1,0, unknown , no 
30, technician , married , secondary , no ,769, yes , no , cellular ,18, may ,10,4,-1,0, unknown , no 
31, admin. , single , secondary , no ,626, yes , no , unknown ,21, may ,211,1,-1,0, unknown , no 
30, management , single , tertiary , no ,1243, yes , no , unknown ,23, may ,135,1,-1,0, unknown , no 
32, admin. , single , secondary , no ,554, yes , no , cellular ,28, may ,101,2,368,5, failure , no 
25, management , single , tertiary , no ,316, no , no , cellular ,27, mar ,347,2,-1,0, unknown , yes 
25, blue-collar , single , primary , no ,292, yes , yes , cellular ,18, may ,1027,2,-1,0, unknown , yes 
68, retired , divorced , primary , no ,250, no , no , cellular ,3, feb ,360,1,-1,0, unknown , yes 
33, management , married , tertiary , no ,544, no , yes , cellular ,26, aug ,111,4,-1,0, unknown , no 
30, technician , married , secondary , no ,590, yes , no , unknown ,23, may ,242,3,-1,0, unknown , no 
26, technician , single , secondary , no ,84, yes , no , cellular ,29, jul ,70,3,-1,0, unknown , no 
30, admin. , single , secondary , no ,1027, yes , no , cellular ,27, may ,136,2,114,1, success , no 
44, blue-collar , married , primary , no ,612, yes , yes , cellular ,3, apr ,1091,1,135,1, failure , no 
60, blue-collar , married , primary , no ,1138, yes , no , cellular ,28, aug ,116,4,-1,0, unknown , no 
42, technician , married , tertiary , no ,725, yes , yes , telephone ,3, feb ,124,3,252,3, failure , no 
30, management , single , tertiary , no ,2, no , no , cellular ,23, mar ,269,1,-1,0, unknown , no 
36, entrepreneur , single , tertiary , no ,658, yes , no , cellular ,29, jan ,99,1,227,3, failure , no 
31, technician , married , secondary , no ,522, yes , yes , cellular ,27, aug ,308,4,-1,0, unknown , no 
39, technician , divorced , tertiary , no ,665, yes , no , cellular ,8, may ,133,8,-1,0, unknown , no 
31, blue-collar , single , secondary , no ,0, yes , no , cellular ,7, may ,113,2,345,1, other , no 
51, management , married , tertiary , no ,307, no , no , cellular ,21, aug ,244,6,-1,0, unknown , no 
24, blue-collar , single , primary , no ,111, yes , yes , unknown ,27, may ,42,4,-1,0, unknown , no 
37, management , married , tertiary , no ,3794, no , no , cellular ,18, aug ,147,1,379,1, failure , no 
60, unemployed , single , tertiary , no ,361, no , no , cellular ,5, feb ,1837,1,-1,0, unknown , no 
37, blue-collar , married , secondary , no ,504, yes , no , cellular ,20, apr ,87,2,347,2, failure , no 
26, blue-collar , single , secondary , no ,474, yes , no , cellular ,15, may ,504,2,-1,0, unknown , no 
37, admin. , single , secondary , no ,569, yes , yes , unknown ,6, may ,126,2,-1,0, unknown , no 
29, admin. , married , secondary , no ,0, yes , no , unknown ,9, may ,121,1,-1,0, unknown , no 
60, entrepreneur , married , secondary , no ,2525, yes , no , unknown ,2, jun ,94,4,-1,0, unknown , no 
38, admin. , married , secondary , no ,2549, no , no , cellular ,3, mar ,103,1,-1,0, unknown , no 
39, blue-collar , married , primary , no ,476, yes , no , cellular ,12, may ,212,1,349,4, failure , no 
51, entrepreneur , divorced , tertiary , no ,315, no , no , cellular ,11, oct ,291,1,91,4, failure , no 
46, blue-collar , single , secondary , no ,0, yes , no , cellular ,8, may ,120,2,-1,0, unknown , no 
25, blue-collar , single , secondary , no ,913, yes , no , cellular ,7, jul ,113,4,-1,0, unknown , no 
46, management , divorced , tertiary , no ,558, no , no , cellular ,6, jul ,319,1,-1,0, unknown , yes 
42, technician , married , unknown , no ,-401, yes , no , telephone ,29, aug ,145,2,-1,0, unknown , no 
46, admin. , single , secondary , no ,533, no , no , cellular ,22, may ,71,1,-1,0, unknown , no 
31, self-employed , single , secondary , no ,148, yes , yes , cellular ,20, nov ,1145,4,-1,0, unknown , no 
53, blue-collar , married , secondary , no ,2531, yes , no , cellular ,7, apr ,413,1,-1,0, unknown , no 
56, blue-collar , married , secondary , no ,345, yes , no , telephone ,22, jul ,605,1,-1,0, unknown , no 
39, management , married , tertiary , no ,1598, yes , yes , unknown ,27, may ,87,3,-1,0, unknown , no 
54, admin. , single , secondary , no ,1178, yes , no , telephone ,3, feb ,41,6,264,2, failure , no 
29, services , single , secondary , no ,887, no , no , cellular ,4, feb ,343,1,-1,0, unknown , no 
34, admin. , single , secondary , no ,607, no , no , cellular ,26, apr ,449,1,326,3, other , no 
48, management , divorced , tertiary , no ,503, no , yes , unknown ,12, jun ,1243,7,-1,0, unknown , yes 
35, blue-collar , married , secondary , no ,98, yes , no , unknown ,2, jun ,136,1,-1,0, unknown , no 
30, services , married , secondary , no ,1256, yes , no , cellular ,18, may ,123,3,-1,0, unknown , no 
44, management , single , tertiary , no ,295, yes , no , unknown ,12, may ,103,8,-1,0, unknown , no 
28, management , single , tertiary , no ,355, yes , yes , unknown ,28, may ,300,4,-1,0, unknown , no 
37, services , married , secondary , no ,6089, yes , no , cellular ,14, may ,616,2,-1,0, unknown , yes 
52, management , married , tertiary , no ,3737, yes , no , unknown ,19, jun ,574,4,-1,0, unknown , no 
32, technician , married , secondary , no ,3322, yes , no , cellular ,20, apr ,380,1,74,4, failure , no 
28, blue-collar , single , secondary , no ,0, yes , no , unknown ,28, may ,386,1,-1,0, unknown , no 
43, services , married , secondary , no ,774, no , no , cellular ,25, mar ,101,1,421,1, success , yes 
40, admin. , single , secondary , no ,2002, yes , no , unknown ,30, may ,113,1,-1,0, unknown , no 
54, management , married , tertiary , no ,0, no , no , cellular ,16, jul ,118,5,-1,0, unknown , no 
55, management , married , tertiary , no ,2366, yes , yes , cellular ,30, jul ,94,4,-1,0, unknown , no 
29, services , single , tertiary , no ,737, yes , yes , cellular ,30, jan ,499,5,248,1, failure , no 
24, student , single , unknown , no ,782, no , no , cellular ,4, may ,12,7,91,1, other , no 
53, unknown , married , unknown , no ,13, no , no , telephone ,28, jan ,69,1,-1,0, unknown , no 
55, management , married , tertiary , no ,0, no , no , unknown ,16, jun ,607,2,-1,0, unknown , no 
44, self-employed , married , primary , no ,414, yes , no , cellular ,4, feb ,138,1,272,2, other , no 
42, blue-collar , married , secondary , no ,698, no , no , unknown ,5, jun ,729,2,-1,0, unknown , no 
51, blue-collar , married , primary , no ,603, yes , no , cellular ,24, jul ,853,2,-1,0, unknown , yes 
40, blue-collar , married , secondary , no ,2279, no , no , cellular ,23, jul ,104,1,-1,0, unknown , no 
32, technician , single , secondary , no ,137, no , no , cellular ,20, nov ,302,4,-1,0, unknown , no 
39, blue-collar , single , secondary , no ,217, yes , no , unknown ,9, may ,107,1,-1,0, unknown , no 
39, blue-collar , married , primary , no ,49, yes , no , cellular ,15, may ,259,1,-1,0, unknown , no 
29, management , single , secondary , no ,0, yes , yes , unknown ,27, may ,92,2,-1,0, unknown , no 
46, blue-collar , married , primary , no ,5461, yes , no , cellular ,13, may ,562,2,174,2, success , no 
33, unemployed , single , tertiary , no ,617, no , no , cellular ,2, feb ,620,2,-1,0, unknown , no 
69, retired , divorced , primary , no ,482, no , no , cellular ,2, jul ,260,2,-1,0, unknown , yes 
32, technician , married , secondary , no ,476, yes , no , cellular ,22, jul ,503,7,-1,0, unknown , no 
44, blue-collar , single , secondary , no ,292, no , yes , cellular ,17, jul ,1153,4,-1,0, unknown , yes 
48, entrepreneur , married , tertiary , no ,461, no , yes , cellular ,17, jul ,284,1,-1,0, unknown , no 
38, management , single , tertiary , no ,91, yes , no , unknown ,19, may ,492,9,-1,0, unknown , no 
34, blue-collar , divorced , secondary , no ,882, no , yes , telephone ,20, oct ,24,1,-1,0, unknown , no 
30, management , divorced , secondary , no ,-274, yes , yes , cellular ,19, aug ,166,2,-1,0, unknown , no 
43, blue-collar , married , secondary , no ,545, yes , no , cellular ,21, nov ,144,1,-1,0, unknown , no 
58, retired , married , primary , no ,10628, no , no , cellular ,30, jul ,189,4,-1,0, unknown , no 
80, housemaid , married , primary , no ,0, no , no , cellular ,23, feb ,639,1,189,1, failure , yes 
55, technician , married , primary , no ,202, no , yes , unknown ,19, jun ,60,1,-1,0, unknown , no 
41, management , married , tertiary , no ,1272, yes , no , cellular ,17, nov ,214,1,-1,0, unknown , no 
37, management , married , tertiary , no ,865, yes , no , cellular ,3, jun ,101,1,-1,0, unknown , no 
52, blue-collar , married , secondary , no ,-164, no , no , cellular ,22, aug ,314,4,-1,0, unknown , no 
35, blue-collar , married , secondary , no ,225, yes , no , cellular ,6, may ,160,7,343,2, failure , no 
44, admin. , married , secondary , no ,251, no , yes , telephone ,28, jul ,122,3,-1,0, unknown , no 
49, services , divorced , secondary , no ,1162, no , no , cellular ,5, feb ,159,1,-1,0, unknown , no 
57, admin. , married , secondary , no ,2137, no , no , telephone ,8, jul ,132,7,-1,0, unknown , no 
30, services , married , secondary , no ,-298, no , yes , cellular ,10, jul ,174,1,-1,0, unknown , no 
60, housemaid , married , primary , no ,15, no , no , cellular ,14, aug ,244,1,-1,0, unknown , no 
46, blue-collar , married , secondary , no ,442, yes , no , unknown ,7, may ,105,2,-1,0, unknown , no 
58, technician , divorced , secondary , no ,469, no , no , unknown ,6, may ,196,1,-1,0, unknown , no 
28, services , married , secondary , no ,510, yes , yes , cellular ,8, jul ,1767,2,-1,0, unknown , yes 
32, management , married , tertiary , no ,500, no , yes , cellular ,29, aug ,107,2,-1,0, unknown , no 
41, blue-collar , married , secondary , no ,2039, yes , no , cellular ,8, may ,729,1,-1,0, unknown , yes 
36, blue-collar , married , secondary , no ,1049, yes , no , cellular ,14, may ,224,4,-1,0, unknown , yes 
33, admin. , single , secondary , no ,303, no , no , unknown ,8, may ,149,1,-1,0, unknown , no 
31, management , single , tertiary , no ,1598, yes , no , cellular ,7, jul ,36,33,-1,0, unknown , no 
26, blue-collar , single , secondary , no ,-350, yes , no , cellular ,18, may ,80,3,329,3, failure , no 
32, technician , married , secondary , no ,106, no , no , cellular ,9, feb ,12,8,174,9, other , no 
28, student , single , secondary , no ,39, yes , no , cellular ,20, apr ,149,1,-1,0, unknown , no 
36, management , married , tertiary , no ,254, no , no , unknown ,6, jun ,161,3,-1,0, unknown , no 
46, admin. , married , secondary , no ,-363, yes , yes , unknown ,28, may ,236,1,-1,0, unknown , no 
46, blue-collar , married , primary , no ,67, no , no , unknown ,24, jun ,9,1,-1,0, unknown , no 
35, management , married , tertiary , no ,2387, yes , yes , unknown ,2, jun ,289,2,-1,0, unknown , no 
68, retired , married , primary , no ,7945, no , no , cellular ,28, oct ,210,1,-1,0, unknown , no 
64, retired , married , secondary , no ,243, no , no , cellular ,22, feb ,144,1,175,1, failure , no 
40, management , married , tertiary , no ,384, no , no , cellular ,20, apr ,200,3,327,2, failure , no 
44, blue-collar , married , secondary , no ,701, no , yes , unknown ,3, jul ,269,2,-1,0, unknown , no 
40, self-employed , married , tertiary , no ,1126, yes , no , unknown ,16, may ,22,4,-1,0, unknown , no 
33, admin. , single , secondary , no ,673, yes , no , unknown ,14, may ,199,2,-1,0, unknown , no 
31, services , single , secondary , no ,181, no , no , cellular ,30, apr ,325,1,-1,0, unknown , yes 
52, self-employed , married , secondary , no ,0, yes , no , cellular ,22, jul ,150,1,-1,0, unknown , no 
34, management , married , tertiary , no ,395, yes , no , cellular ,19, nov ,202,2,-1,0, unknown , no 
39, blue-collar , married , primary , no ,1802, yes , no , unknown ,2, jun ,490,1,-1,0, unknown , no 
57, management , divorced , tertiary , no ,160, no , no , cellular ,13, aug ,303,2,-1,0, unknown , no 
25, self-employed , married , tertiary , no ,1182, yes , no , unknown ,26, may ,141,2,-1,0, unknown , no 
31, services , single , secondary , no ,629, yes , no , unknown ,21, may ,369,2,-1,0, unknown , no 
45, admin. , married , secondary , no ,204, yes , no , cellular ,3, jun ,224,2,-1,0, unknown , yes 
46, blue-collar , single , secondary , no ,-100, yes , no , cellular ,8, may ,445,2,303,1, failure , no 
23, blue-collar , single , secondary , no ,5145, yes , no , unknown ,30, may ,229,3,-1,0, unknown , no 
